id, name, type, layer, confidence, mapped, canonical, rels
"Sucrose Preference Test", "Sucrose Preference Test", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"Systemic Lupus International Collaborating Clinics Classiﬁcation Criteria", "Systemic Lupus International Collaborating Clinics Classiﬁcation Criteria", "Test", "REASONING", 1.0, FALSE, NULL, 0
"Wassermann Test", "Wassermann Test", "Test", "REASONING", 0.9, FALSE, NULL, 1
"Western Blot Analysis", "Western Blot Analysis", "Test", "SEMANTIC", 0.85, FALSE, NULL, 0
"extracted:anti-double-stranded_dna_antibodies", "anti-double-stranded_dna_antibodies", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:anti-dsdna", "anti-dsdna", "Test", "REASONING", 0.9, FALSE, NULL, 1
"extracted:anti-saccharomyces_cerevisiae_antibodies", "anti-saccharomyces_cerevisiae_antibodies", "Test", "PERCEPTION", 0.8, FALSE, NULL, 4
"extracted:anti-thyroglobulin_antibodies", "anti-thyroglobulin_antibodies", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:anti-thyroid_peroxidase_antibodies", "anti-thyroid_peroxidase_antibodies", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:antinuclear_antibodies", "antinuclear_antibodies", "Test", "REASONING", 0.9, FALSE, NULL, 3
"extracted:antinuclear_antibody", "antinuclear_antibody", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:autoantibodies", "autoantibodies", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:b_cell_receptor", "b_cell_receptor", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:b_cell_receptor_repertoire_analysis", "b_cell_receptor_repertoire_analysis", "Test", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:barium_enema", "barium_enema", "Test", "REASONING", 1.0, FALSE, NULL, 2
"extracted:biomarkers", "biomarkers", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:blood_tests", "blood_tests", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:bowel_imaging", "bowel_imaging", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:c-reactive_protein", "c-reactive_protein", "Test", "REASONING", 0.9, FALSE, NULL, 19
"extracted:c_reactive_protein", "c_reactive_protein", "Test", "REASONING", 0.9, FALSE, NULL, 4
"extracted:charlson_comorbidity_index", "charlson_comorbidity_index", "Test", "PERCEPTION", 0.8, FALSE, NULL, 3
"extracted:clinical_trials", "clinical_trials", "Test", "REASONING", 0.9, FALSE, NULL, 3
"extracted:colonoscopy", "colonoscopy", "Test", "REASONING", 0.9, FALSE, NULL, 4
"extracted:complement_activation_products", "complement_activation_products", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:crohn's_disease_activity_index", "crohn's_disease_activity_index", "Test", "REASONING", 0.9, FALSE, NULL, 6
"extracted:crohn_disease_activity_index", "crohn_disease_activity_index", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:cytokine_levels", "cytokine_levels", "Test", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:erythrocyte_sedimentation_rate", "erythrocyte_sedimentation_rate", "Test", "REASONING", 1.0, FALSE, NULL, 6
"extracted:faecal_calprotectin", "faecal_calprotectin", "Test", "REASONING", 0.9, FALSE, NULL, 4
"extracted:fecal_calprotectin", "fecal_calprotectin", "Test", "PERCEPTION", 0.8, FALSE, NULL, 11
"extracted:folic_acid", "folic_acid", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:free_triiodothyronine", "free_triiodothyronine", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:gene_expression", "gene_expression", "Test", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:iga_anti-transglutaminase", "iga_anti-transglutaminase", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:iga_antihuman_tissue_transglutaminase_test", "iga_antihuman_tissue_transglutaminase_test", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:iga_endomysial_antibody_immunofluorescence_test", "iga_endomysial_antibody_immunofluorescence_test", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:ileocolonoscopy", "ileocolonoscopy", "Test", "REASONING", 0.95, FALSE, NULL, 2
"extracted:interferon_gamma_release_assay", "interferon_gamma_release_assay", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:leucocyte_count", "leucocyte_count", "Test", "REASONING", 1.0, FALSE, NULL, 2
"extracted:liquid_chromatography_-_tandem_mass_spectrometry", "liquid_chromatography_-_tandem_mass_spectrometry", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:magnetic_resonance_imaging", "magnetic_resonance_imaging", "Test", "REASONING", 0.9, FALSE, NULL, 4
"extracted:olink_explore_panel", "olink_explore_panel", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:perianal_disease_activity_index", "perianal_disease_activity_index", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:peripheral_blood", "peripheral_blood", "Test", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:polymerase_chain_reaction", "polymerase_chain_reaction", "Test", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:psoriasis_area_and_severity_index", "psoriasis_area_and_severity_index", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:quantiferon-tb_gold", "quantiferon-tb_gold", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:resonancia_magnética_de_tubo_digestivo", "resonancia_magnética_de_tubo_digestivo", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:selena-systemic_lupus_erythematosus_disease_activity_index", "selena-systemic_lupus_erythematosus_disease_activity_index", "Test", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:serum_circulating_thyroxine", "serum_circulating_thyroxine", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:serum_concentrations_of_amino_acids", "serum_concentrations_of_amino_acids", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:serum_ifx_trough_concentrations", "serum_ifx_trough_concentrations", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:serum_tnf-α_concentrations", "serum_tnf-α_concentrations", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:sigmoidoscopy", "sigmoidoscopy", "Test", "REASONING", 1.0, FALSE, NULL, 2
"extracted:simple_endoscopic_score_for_crohn's_disease", "simple_endoscopic_score_for_crohn's_disease", "Test", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:single-cell_rna_sequencing", "single-cell_rna_sequencing", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:sle_disease_activity_index", "sle_disease_activity_index", "Test", "SEMANTIC", 0.85, FALSE, NULL, 3
"extracted:stool_tests", "stool_tests", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:thyroid_stimulating_hormone", "thyroid_stimulating_hormone", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:vitamin_b12", "vitamin_b12", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:wassermann_test", "wassermann_test", "Test", "REASONING", 0.9, FALSE, NULL, 2
"extracted:5-aminosalicylates", "5-aminosalicylates", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"Adrenocortical Steroids", "Adrenocortical Steroids", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Aminosalicylates", "Aminosalicylates", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Anti-Cd52", "Anti-Cd52", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 1
"Anti-Cholinesterase Drugs", "Anti-Cholinesterase Drugs", "Treatment", "REASONING", 0.9, FALSE, NULL, 0
"Anti-Cytokine Therapy For Rheumatoid Arthritis", "Anti-Cytokine Therapy For Rheumatoid Arthritis", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 1
"Anti-Tumour Necrosis Factor Agents", "Anti-Tumour Necrosis Factor Agents", "Treatment", "REASONING", 1.0, FALSE, NULL, 1
"Antibody-Conjugated Mesenchymal Stromal Cell Drug Delivery System", "Antibody-Conjugated Mesenchymal Stromal Cell Drug Delivery System", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
NULL, "Arvisol", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Auto Immune Protocol", "Auto Immune Protocol", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Binary Linear Discriminant Analysis", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Biologic Drugs", "Biologic Drugs", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"Biologic Therapies", "Biologic Therapies", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Biologic Therapy", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Biosimilars", "Biosimilars", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
NULL, "Boheco Hemp Seed Oil", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Corticosteroids", "Corticosteroids", "Treatment", "REASONING", 0.9, FALSE, NULL, 6
NULL, "Cow's Milk", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Decision Trees", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
NULL, "Diet", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 0
NULL, "Disease-Modifying Therapies", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 0
"Elimination Diet", "Elimination Diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Epidiolex", "Epidiolex", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Fasting", "Fasting", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Glucocorticoids", "Glucocorticoids", "Treatment", "REASONING", 0.95, FALSE, NULL, 1
"Gluten-Free Diet", "Gluten-Free Diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Green Tea", "Treatment", "PERCEPTION", 0.9, FALSE, NULL, 1
"Hematopoietic Stem Cell Transplantation", "Hematopoietic Stem Cell Transplantation", "Treatment", "REASONING", 0.9, FALSE, NULL, 10
"Hepatic Nm", "Hepatic Nm", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Immunomodulators", "Immunomodulators", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
NULL, "Immunomodulatory Therapies", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Immunosuppressants", "Immunosuppressants", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Immunosuppressive Drugs", "Immunosuppressive Drugs", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"Immunosuppressive Treatment", "Immunosuppressive Treatment", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 0
NULL, "Integrin Α4Β7", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Interferon Beta", "Interferon Beta", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Interferon-Alpha", "Interferon-Alpha", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"Intravenous Immunoglobulin", "Intravenous Immunoglobulin", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Janus Kinase Inhibitors", "Janus Kinase Inhibitors", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"K-Nearest Neighbors", "K-Nearest Neighbors", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 1
"Lactobacillus Reuteri", "Lactobacillus Reuteri", "Treatment", "REASONING", 0.95, FALSE, NULL, 2
NULL, "Linear Regression", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Machine Learning", "Machine Learning", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 1
"Mediterranean Diet", "Mediterranean Diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"Mesenchymal Stem Cells", "Mesenchymal Stem Cells", "Treatment", "REASONING", 1.0, FALSE, NULL, 1
"Mesenchymal Stromal Cells", "Mesenchymal Stromal Cells", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
NULL, "Monoclonal Antibodies To Il-12/23", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"Nmcla Diabet Pro", "Nmcla Diabet Pro", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Nmcla High Pro", "Nmcla High Pro", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"Nmcla Mctpro", "Nmcla Mctpro", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Nonsteroidal Anti-Inflammatory Drugs", "Nonsteroidal Anti-Inflammatory Drugs", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Plasmapheresis", "Plasmapheresis", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Procal Nm", "Procal Nm", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Random Forest", "Random Forest", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Sativex", "Sativex", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Sodium Management", "Sodium Management", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Steroids", "Steroids", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Support Vector Machine", "Support Vector Machine", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 1
"Surgery", "Surgery", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Thiopurines", "Thiopurines", "Treatment", "REASONING", 1.0, FALSE, NULL, 1
"Thymus Removal", "Thymus Removal", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"Treat-To-Target Approach", "Treat-To-Target Approach", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"extracted:aav2-shrna-bcl6", "aav2-shrna-bcl6", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 1
"extracted:adrenocortical_steroids", "adrenocortical_steroids", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:allogeneic_stem_cell_transplantation", "allogeneic_stem_cell_transplantation", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:aminosalicylates", "aminosalicylates", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"extracted:anifrolumab", "anifrolumab", "Treatment", "REASONING", 0.9, FALSE, NULL, 4
"extracted:anti-cytokine_therapy_for_rheumatoid_arthritis", "anti-cytokine_therapy_for_rheumatoid_arthritis", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:anti-inflammatory_diet", "anti-inflammatory_diet", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 13
"extracted:anti-interferon-alpha_monoclonal_antibody", "anti-interferon-alpha_monoclonal_antibody", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:anti-tnf_agents", "anti-tnf_agents", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:anti-tumor_necrosis_factor", "anti-tumor_necrosis_factor", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:anti-tumour_necrosis_factor_agents", "anti-tumour_necrosis_factor_agents", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:antibody-conjugated_mesenchymal_stromal_cell_drug_delivery_system", "antibody-conjugated_mesenchymal_stromal_cell_drug_delivery_system", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:arvisol", "arvisol", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:auto_immune_protocol", "auto_immune_protocol", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:autoimmune_protocol_diet", "autoimmune_protocol_diet", "Treatment", "REASONING", 0.95, FALSE, NULL, 3
"extracted:b-cell-activating_factor_inhibitors", "b-cell-activating_factor_inhibitors", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"extracted:b-cell_activating_factor_inhibitors", "b-cell_activating_factor_inhibitors", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"extracted:binary_linear_discriminant_analysis", "binary_linear_discriminant_analysis", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:biologic_drugs", "biologic_drugs", "Treatment", "REASONING", 0.9, FALSE, NULL, 5
"extracted:biologic_therapies", "biologic_therapies", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:biosimilars", "biosimilars", "Treatment", "REASONING", 0.9, FALSE, NULL, 6
"extracted:bispecific_antibodies", "bispecific_antibodies", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:boheco_hemp_seed_oil", "boheco_hemp_seed_oil", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:cannabis", "cannabis", "Treatment", "PERCEPTION", 0.9, FALSE, NULL, 2
"extracted:cd19-directed_chimeric_antigen_receptor_t_cell_therapy", "cd19-directed_chimeric_antigen_receptor_t_cell_therapy", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:chimeric_antigen_receptor_t-cell_therapy", "chimeric_antigen_receptor_t-cell_therapy", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:chimeric_antigen_receptor_t_cell_therapy", "chimeric_antigen_receptor_t_cell_therapy", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:chimeric_antigen_receptor_t_cells_therapy", "chimeric_antigen_receptor_t_cells_therapy", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"extracted:colectomía_subtotal", "colectomía_subtotal", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:corticosteroids", "corticosteroids", "Treatment", "REASONING", 0.9, FALSE, NULL, 9
"extracted:cow's_milk", "cow's_milk", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:dash_diet", "dash_diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:decision_trees", "decision_trees", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:diet4hashi_protocol", "diet4hashi_protocol", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:disease-modifying_therapy", "disease-modifying_therapy", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:elimination_diet", "elimination_diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 4
"extracted:epidiolex", "epidiolex", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:fasting", "fasting", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:fecal_microbiota_transplantation", "fecal_microbiota_transplantation", "Treatment", "REASONING", 0.95, FALSE, NULL, 6
"extracted:gluten-free_diet", "gluten-free_diet", "Treatment", "REASONING", 0.95, FALSE, NULL, 4
"extracted:healthy_fats", "healthy_fats", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:hematopoietic_stem_cell_transplantation", "hematopoietic_stem_cell_transplantation", "Treatment", "REASONING", 0.9, FALSE, NULL, 11
"extracted:hepatic_nm", "hepatic_nm", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:hydroxychloroquine", "hydroxychloroquine", "Treatment", "REASONING", 0.9, FALSE, NULL, 5
"extracted:il-23_inhibitors", "il-23_inhibitors", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:ileostomía", "ileostomía", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:immunomodulators", "immunomodulators", "Treatment", "REASONING", 0.9, FALSE, NULL, 4
"extracted:immunosuppressants", "immunosuppressants", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:integrin_α4β7", "integrin_α4β7", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:interferon-alpha", "interferon-alpha", "Treatment", "REASONING", 0.9, FALSE, NULL, 3
"extracted:intravenous_immunoglobulin", "intravenous_immunoglobulin", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:janus_kinase_inhibitors", "janus_kinase_inhibitors", "Treatment", "REASONING", 0.9, FALSE, NULL, 10
"extracted:k-nearest_neighbors", "k-nearest_neighbors", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:lean_proteins", "lean_proteins", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 1
"extracted:linear_regression", "linear_regression", "Treatment", "PERCEPTION", 0.75, FALSE, NULL, 2
"extracted:low-dose_interleukin-2_therapy", "low-dose_interleukin-2_therapy", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:low-fodmap_diet", "low-fodmap_diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:mediterranean_diet", "mediterranean_diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 7
"extracted:mesenchymal_stromal_cells", "mesenchymal_stromal_cells", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:microbiome-based_interventions", "microbiome-based_interventions", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:monoclonal_antibodies", "monoclonal_antibodies", "Treatment", "REASONING", 0.9, FALSE, NULL, 5
"extracted:monoclonal_antibodies_to_il-12/23", "monoclonal_antibodies_to_il-12/23", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:neddylation_activating_enzyme_inhibitors", "neddylation_activating_enzyme_inhibitors", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:next-generation_immune_checkpoint_modulators", "next-generation_immune_checkpoint_modulators", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nmcla_diabet_pro", "nmcla_diabet_pro", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nmcla_high_pro", "nmcla_high_pro", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nmcla_mctpro", "nmcla_mctpro", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"extracted:nonsteroidal_anti-inflammatory_drugs", "nonsteroidal_anti-inflammatory_drugs", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:nutritional_support", "nutritional_support", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:oxygen_therapy", "oxygen_therapy", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:plant-based_diet", "plant-based_diet", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:procal_nm", "procal_nm", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:radioiodine_therapy", "radioiodine_therapy", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:random_forest", "random_forest", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:recombinant_zoster_vaccination", "recombinant_zoster_vaccination", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:regulatory_t-cell_adoptive_transfer", "regulatory_t-cell_adoptive_transfer", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:regulatory_t_cell_adoptive_transfer", "regulatory_t_cell_adoptive_transfer", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:rehabilitation", "rehabilitation", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:rituximab", "rituximab", "Treatment", "REASONING", 0.9, FALSE, NULL, 9
"extracted:sativex", "sativex", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:stem_cell_therapy", "stem_cell_therapy", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:subtotal_colectomy", "subtotal_colectomy", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:support_vector_machine", "support_vector_machine", "Treatment", "SEMANTIC", 0.85, FALSE, NULL, 2
"extracted:surgery", "surgery", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:targeted_cytokine_therapies", "targeted_cytokine_therapies", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:thiopurines", "thiopurines", "Treatment", "REASONING", 0.9, FALSE, NULL, 2
"extracted:thymectomy", "thymectomy", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"extracted:thymus_removal", "thymus_removal", "Treatment", "REASONING", 0.9, FALSE, NULL, 1
"extracted:treat-to-target_approach", "treat-to-target_approach", "Treatment", "PERCEPTION", 0.8, FALSE, NULL, 2
"Cytomegalovirus", "Cytomegalovirus", "Virus", "SEMANTIC", 0.85, FALSE, NULL, 0
"Epstein-Barr Virus", "Epstein-Barr Virus", "Virus", "REASONING", 0.9, FALSE, NULL, 3
"extracted:epstein-barr_virus", "epstein-barr_virus", "Virus", "PERCEPTION", 0.8, FALSE, NULL, 4
"extracted:sars-cov-2", "sars-cov-2", "Virus", "SEMANTIC", 0.85, FALSE, NULL, 4
